,price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Used For,Land Mark,Features
30,"रू. 2,60,00,000",HB-F71668,"Lalitpur City, Lalitpur",Not Available,Not Negotiable,4 months ago,2025-04-04,HouseInColony,1,2.5,3,5,Pitched,3 Aana 3 Dam,1200,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-harisidhhi-lalitpur-in-lalitpur/f716687ec9af475c949facb19c645526,,Harisiddhi,
31,"रू. 4,25,00,000",HB-24B230,Dharampur,Not Available,Negotiable,10 months ago,2023-08-31,House - Individual,3,3,6,5,Pitched,4,1300,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bangla-hepali-in-nepal/24b23017d8274eca958b6824eefc4d15,,,parking
32,"रू. 78,00,000",HB-E1EE0A,"Kanti Path, त्रिपुरेश्वर",Not Available,Negotiable,26 days ago,2023-10-29,House - Semi Commercial,2,3,3,8,Pitched,8,2900,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/8-aanaa-land-with-free-house-tripureshwar-on-sale-in-nepal/e1ee0a28df124699b207e92dd756d540,,tripureshwar,
33,"रू. 10,00,00,000",HB-C38A11,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Negotiable,2 months ago,2023-06-30,Bunglow,11,2.5,4,5,Pitched,16ana,2500,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungolow-house-for-sale-at-budhanilkantha-ktm-in-kathmandu/c38a11ab44124b2abac4d118fa6594aa,,,
34,"रू. 2,30,00,000",HB-CD8327,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,7 months ago,2025-03-10,House - Individual,2,2.5,3,7,Gravel,3,1200,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-tikathali-in-lalitpur/cd8327b5aa0740498801d943acf921ec,,Imadol Highway 400m,"Spacious Parking, Puja Room"
35,"रू. 3,40,00,000",HB-A80A8C,"Dharmasthali (Tarkeshwar), Kathmandu",Available,Not Negotiable,8 months ago,2023-12-12,House - Individual,-2,2.5,3,6,Gravel,5.2,0,Full,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-dharmasthali-in-kathmandu/a80a8c1ecf554c289bd29ba14885a779,,,
36,"रू. 5,00,00,000",HB-3383E5,"Balkumari, Lalitpur",Not Available,Negotiable,5 months ago,2030-03-31,HouseInColony,1,2.5,5,4,Pitched,5 AANA,2000 sq.ft,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/3383e58ba80743f993d20b7746041888,residential,300 MITER FROM RING ROAD,
37,"रू. 1,95,00,000",HB-8356EA,"Bishnudol-Lubhu Road,",Not Available,Negotiable,2 months ago,2032-05-04,House - Individual,2,3,4,5,Soil (Mato),3,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-luvu-don-bosco-school-najeek-in-nepal/8356ea1a1fe44dba857f12f40c87a420,,,
38,"रू. 1,95,00,000",HB-A8FBF7,"new naikap, Naya Naikap (Chandragiri), Kathmandu",Not Available,Not Negotiable,26 days ago,2023-06-20,HouseIndividual,3,3,2,3,Gravel,4,4,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/new-house-in-kathmandu/a8fbf725a21d4b0a9ee65d2c71d53e32,,,
39,"रू. 2,50,00,000",HB-A4BD82,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",Not Available,Not Negotiable,2 months ago,2024-01-21,HouseIndividual,2,2.5,4,6,Pitched,4,0,Full,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/for-sale-6bhk-house-in-imadol-lalitpur-in-lalitpur/a4bd821f61824e6f9da7025fe910861c,,Imadol Swimming pool,
40,"रू. 2,60,00,000",HB-B95740,"Panchakumari Chok, Mandikhatar",Not Available,Negotiable,4 months ago,2023-08-31,House - Individual,2,2,3,6,Pitched,3,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/b957406300a74045b38ca91efec95fd6,,,
41,"रू. 2,80,00,000",HB-2FB820,"Satungal Area Health Post, Satungal Road, Matatirtha, Boshigaun, Chandragiri, Kathmandu",Available,Negotiable,1 years ago,2023-09-01,House - Individual,,2.5,,,Gravel,4 aana,,Full,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-in-kathmandu/2fb820964f08457984780c888f55e794,,CG Fruit Factory,
42,"रू. 4,25,00,000",HB-C3B5C7,"Makalbari Narayantar Boudha Baudha Gokarna, Jorpati Area, Kathmandu",Not Available,Not Negotiable,4 days ago,2025-06-26,HouseIndividual,3,2.5,3,5,Pitched,4.25,2345,Full,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-near-green-hill-city-jorpati-in-kathmandu/c3b5c754766447198d19f71649ab38bb,,,
43,"रू. 2,50,00,000",HB-39AB7A,"Taukhel (Godawari), Lalitpur",Not Available,Not Negotiable,8 days ago,2023-07-08,HouseIndividual,1,2,3,2,Gravel,0-5-0-2,1,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-godawari-in-lalitpur/39ab7a09d0b14495843acc34afa280dc,,,
44,"रू. 6,00,00,000",HB-FE27BB,"जोर पिपल, बालुवाटार",Not Available,Negotiable,1 months ago,2023-09-30,Bunglow,2,3,4,5,Pitched,5,3700,Semi,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-gairedhara-5-anna6-cr-in-nepal/fe27bbd23a014ee8884db286eeebce7e,,,
45,"रू. 2,50,00,000",HB-97877E,"Thānkot, Chandragiri, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Not Negotiable,7 months ago,2023-09-30,House In a Colony,2,3,2,4,Pitched,041,8,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/ghar-in-kathmandu-in-nepal/97877e1888a04f1e94c0fb297cd9b6c8,,,
46,"रू. 2,50,00,000",HB-2501892,Kathmandu > Baluwatar,Not Available,Not Negotiable,2 years ago,2023-06-16,,,2.5,,,,4,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/urgently-needed-house-in-baluwatar-lazimpat-naxal-in-kathmandu/f10c51e827184572bc7dd93b43bc93fa,,,"3, Parking Space"
47,"रू. 4,40,00,000",HB-4C2C3D,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,7 months ago,2023-07-31,House - Individual,1,2.5,3,6,Gravel,6,0,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budanilkanthta-in-kathmandu/4c2c3df4c49c44bc8ceb9d1f9f8b801a,,,
48,"रू. 3,50,00,000",HB-EB8E79,"Baluwakhani Chok, Golphutar",Not Available,Negotiable,3 months ago,2025-04-30,House - Individual,2,3,5,6,Pitched,5,2700,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/5-aanahouse-for-sale-vallypublic-budhanilkantha-in-nepal/eb8e79accea142eda8742500410c4f44,4 years,Near Vally publicly School,"parking, garden"
49,"रू. 8,00,00,000",HB-BE4C2A,Dharampur,Not Available,Negotiable,9 months ago,2024-12-31,House - Individual,3,3,7,6,Pitched,6,1500,Full,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/be4c2aab04b340a1a77c29caac2897ef,,,All
50,"रू. 2,25,00,000",HB-B7955C,"Gokul Awas Ned Khokana, Karyabinayak, Nepal",Available,Negotiable,1 years ago,2023-08-31,Godown/Tahara,,,,,Gravel,3.5,,,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/trust-house-for-sale-at-gokul-awash-in-nepal/b7955c31f59244d6bccfa75221d2c71e,,,
51,"रू. 2,00,00,000",HB-33247D,"vasundhara, Basundhara, Kathmandu",Available,Negotiable,10 months ago,2023-07-30,House - Individual,2,2.5,2,5,Pitched,4,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/33247d867da34809bd96cab186b73a94,,,
52,"रू. 3,65,00,000",HB-3003758,Kathmandu > Bhangal (Budhanilkantha),Not Available,Negotiable,1 years ago,2023-08-31,,2,2.5,3,6,Gravel,4,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/for-sale-flat-sys-house-at-bhangal-in-kathmandu/b31d3208869d4b8dae680900215109d3,1.5 year,"Bhangal, Sundarbasti, near karuna Hospital",Parking Space
53,"रू. 2,40,00,000रू. 2,40,00,000",HB-A54667,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",Available,Not Negotiable,8 months ago,2023-06-28,House In a Colony,2,1,2,2,Pitched,4,1369,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-a55-in-kathmandu/a546671b2eb245fda409db7d471a7206,,,
54,"रू. 1,95,00,000",HB-3047620,Kathmandu > Gothatar (Kageshwor),Not Available,Negotiable,1 years ago,2023-07-31,,,3.5,4,,Pitched,3,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/forceparkkadaghari-in-kathmandu/2d7ed1a3c73040a188063c7b879f8a1f,,"Forcepark, kadaghari",Parking Space
55,"रू. 5,80,00,000",HB-22AFD4,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",Not Available,Negotiable,1 months ago,2023-07-05,HouseIndividual,3,3.5,6,8,Pitched,6 aana,0,Non,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ganesh-chowk-in-kathmandu/22afd46d6ab64835a683d061cb7da3fc,,,
56,"रू. 6,25,00,000",HB-975A6A,Imadol,Not Available,Negotiable,8 months ago,2024-11-30,House - Individual,2,3,5,7,Soil (Mato),0420,0,Full,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-shital-height-prime-location-in-nepal/975a6aaf91b14b2189e86a47ec8e79e4,,,
57,"रू. 2,90,00,000",HB-F9C26F,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Negotiable,3 months ago,2023-12-27,HouseIndividual,3,3,7,12,Pitched,5aana,.,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/f9c26f0f6d564b4ab2e2b49f1ca5c2bf,,,
58,"रू. 2,10,00,000",HB-E737D7,"Sitapakha, Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",Available,Not Negotiable,1 years ago,2023-06-30,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/house-on-sale-rs-21000000-in-lalitpur/e737d7c34a2d42bf98a1434ea827aa6b,,,
59,"रू. 2,70,00,000",HB-71EF82,"Sitapaila (Nagarjun), Kathmandu",Not Available,Negotiable,6 months ago,2023-11-06,HouseIndividual,1,2,4,4,Soil,12,.,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ramkot-in-kathmandu/71ef82b685c94e3cb03eacb915165681,,,
60,"रू. 5,25,00,000",HB-9EF6D7,"लाखे चौर, नया बानेश्वर",Not Available,Negotiable,1 months ago,2024-06-05,House - Individual,2,4,10,10,Pitched,5,1626,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/semi-commercial-house-for-sale-in-nepal/9ef6d7a3f1d34eaf944bddeb2c92913e,,,
61,"रू. 3,25,00,000",HB-BA4E6B,Khadkagaon,Not Available,Negotiable,5 months ago,2025-03-31,House - Individual,2,3,4,5,Pitched,4,1900,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/hepali-height-house-on-sale-semi-bungla-in-nepal/ba4e6b823e4246bc9b53a8fc22c71c31,,,पार्किंग र parketting
62,"रू. 1,80,00,000",HB-E7FBDE,"Gusingal (Sanepa), Lalitpur",Not Available,Not Negotiable,1 months ago,2023-08-10,HouseSemiCommercial,1,3,7,10,Pitched,22,7500,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sanepa-in-lalitpur/e7fbdecf8bd94214b7735193b02f43e3,,,
63,"रू. 2,85,00,000",HB-EAF1AD,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,11 months ago,2023-07-17,House - Individual,0,2.5,4,11,Pitched,4Ana 1Daam,0,Non,4,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/eaf1ad64c8414ce4a9d704b9525bcecc,,,
64,"रू. 2,80,00,000",HB-6038BC,"पासाङ मार्ग, सानोपोखरा चोक",Not Available,Negotiable,1 months ago,2024-06-05,House - Individual,3,3,6,11,Pitched,10,2000,Full,5,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-in-hetauda-in-nepal/6038bc4df2c24c39b82523f93e466469,,Near Forestry College,"Car parking, 24 Hr Water"
65,"रू. 3,10,00,000",HB-812C0E,Imadol,Not Available,Negotiable,4 months ago,2029-03-21,House - Individual,2,3,4,5,Soil (Mato),0310,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-nayabasti-swimming-pool-in-nepal/812c0efa568d48d4be14af0e788fcc16,,,
66,"रू. 7,20,00,000",HB-838BE8,"bangal, Bhangal (Budhanilkantha), Kathmandu",Not Available,Negotiable,4 months ago,2023-09-30,HouseSemiCommercial,2,3.5,5,8,Pitched,13,5500,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-bangal-in-kathmandu/838be8121bbc4f379e5036c157fc469c,,,
67,"रू. 8,50,00,000",HB-2443A6,"Nagarjun Marg, पिपल बोट, तिलगंगा",Not Available,Negotiable,25 days ago,2023-06-20,Bunglow,2,3,5,5,Pitched,8,2900,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/fullfurnished-bungalow-on-sale-battisputali-in-nepal/2443a6b545a4470082b5b276bb06397d,,battisputali,
68,"रू. 1,69,00,000",HB-C7F196,"Badikhel (Godawari), Lalitpur",Not Available,Not Negotiable,11 months ago,2023-07-26,House - Individual,2,2.5,3,6,Gravel,4,2300,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/godawari-4-aana-house-in-lalitpur/c7f196b363ea4773a3926f2973e5a036,,,
69,"रू. 3,50,00,000",HB-448C88,"Koteshwor, Kathmandu",Available,Not Negotiable,8 months ago,2023-11-19,House - Individual,1,2,0,4,Others,6,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/a-residential-house-for-sale-at-koteshwor-kathma-in-kathmandu/448c889beaa14732894c64f221490d3a,,,
70,"रू. 2,50,00,000",HB-5B5A56,"Sanchal (Sanepa), Lalitpur",Not Available,Not Negotiable,4 months ago,2023-06-19,HouseIndividual,1,1,1,1,Pitched,0-2-2-0,800,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanchal-sanepa-in-lalitpur/5b5a5606a73e4114b7a698a78919d8f2,,,
71,"रू. 50,00,000",HB-7E7B1A,"Budhanilkantha, Kathmandu, Bagmati Pradesh, Nepal",Not Available,Not Negotiable,3 months ago,2023-06-30,Bunglow,3,3,4,4,Pitched,22 Ropanies,6000,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/luxury-house-and-land-for-sale-in-budhanilkantha-in-kathmandu/7e7b1a899c8547ee9b55f9d949076899,,Budhanilkantha,
72,"रू. 3,40,00,000",HB-163D97,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Not Negotiable,6 months ago,2023-09-20,HouseIndividual,2,2.5,4,5,Pitched,4,0,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-brand-new-in-kathmandu/163d978240054f67a265ab8d3fb89c99,,,
73,"रू. 3,45,00,000",HB-527570,Imadol,Not Available,Negotiable,5 months ago,2029-02-21,House - Individual,2,3,5,6,Soil (Mato),0412,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-ochu-height-highway-najeek-in-nepal/527570d9c9594ce2a9238f74462921ab,,,
74,"रू. 2,85,00,000",HB-FA0C8E,"Baluwakhani Chok, Golphutar",Not Available,Negotiable,6 months ago,2025-01-31,House - Individual,2,3,4,6,Pitched,4,1900,Semi,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/in-nepal/fa0c8ec2fe344fd2a9d29fde0c317bd0,,,big parking
75,"रू. 3,25,00,000",HB-D97E43,"dumbarahi, Dhumbarahi, Kathmandu",Available,Negotiable,10 months ago,2023-07-30,House - Individual,4,4.5,4,6,Pitched,2.5,2500,Non,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chappal-karkhana-in-bara/d97e437a49954ebaa5d0a78b170cafe2,,,
76,"रू. 2,60,00,000",HB-1FE6AD,"Imadol (Mahalaxmi), Lalitpur",Available,Negotiable,5 days ago,2023-07-11,HouseIndividual,3,2.5,4,9,Gravel,3 anna 2 paisa 1 dam,1000,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/1fe6ad36e47442f0a33bb52ce4bf7d33,Residential,near by new millennium school,House is very spacious and good in condition
77,"रू. 2,25,00,000",HB-99A111,"raniban micro park, Jamacho Marg, Thulo Bharyang, Nagarjun, Kathmandu, Bagmati Pradesh, 44611, Nepal",Available,Negotiable,10 months ago,2023-07-31,House - Individual,0,2.5,3,5,Pitched,3,883,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-raniban-near-micropark-in-kathmandu/99a11154d5114a6b95afbb91056c24aa,10 years plus,Near Raniban Micropark,"Pitched road, Water and Well, Electricity, Telephone, Internet"
78,"रू. 2,35,00,000",HB-F091D7,"Imadol-Hattiban Road, इमाडोल",Not Available,Negotiable,18 days ago,2023-06-27,House - Individual,2,3,4,5,Pitched,3,2500,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-imadol-in-nepal/f091d7775b1f45568a5e9827f8ec56c4,,,
79,"रू. 1,99,00,000",HB-B02CF5,"थानकोट, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,18 days ago,2023-06-28,House - Semi Commercial,1,3,3,7,Pitched,4,8,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/b02cf521b6f34eb9a1f4edd2eb52eac8,,,
80,"रू. 6,50,00,000",HB-2885806,Kathmandu > Bansbari,Available,Negotiable,2 years ago,2023-07-30,,2,2.5,4,6,Pitched,,3500,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bansbari-in-kathmandu/ffc09e14b26d465f892539290df94ab5,,Bansbari.,"2, 3, 4, 5, Garden, Parking Space, Garage, Servant Quarter"
81,"रू. 2,15,00,000",HB-C1E2AC,"Lubhu (Mahalaxmi), Lalitpur",Not Available,Negotiable,6 months ago,2023-12-31,HouseIndividual,1,2.5,3,6,Gravel,3.1,.,Non,3,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lubhu-lalitpur-in-lalitpur/c1e2aced818e467c98fe65bd9fb3598a,,,Parking available for 1 car and 5 bikes
82,"रू. 16,50,00,000",HB-2685736,Kathmandu > Chauni,Available,Negotiable,2 years ago,2023-11-22,,5,5,5,10,Pitched,10aa,9770,Full,,Above 20 feet,https://hamrobazaar.com/for-sale-house/apartment-building-in-kathmandu/711041a7bb2e429d8f3455110fea8639,5 years,Near Ambassdor hotel & Mahendra Ratna campus.,"2, 3, 4, 5, 6, Garden, Parking Space, Garage, Servant Quarter, Security Guards"
83,"रू. 3,80,00,000",HB-2953559,Kathmandu > Narayanthan (Budhanilkantha),Not Available,Negotiable,2 years ago,2023-07-30,,1,2.5,4,5,Pitched,6,3200,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-narayanthan-in-kathmandu/beb4966e60a6427db8ef2611206adee8,5 year,Narayanthan.,"2, 3, 4, 5, Garden, Parking Space, Garage, Servant Quarter"
84,"रू. 5,30,00,000",HB-D19484,"भैसेपाटी, Sainbu",Not Available,Negotiable,3 months ago,2023-07-31,House In a Colony,1,3,6,7,Pitched,5,0,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/7bhk-bunglow-house-on-sale-at-bhaisepati-in-nepal/d19484dd298c4e81b10a01ad5399af47,0,0,0
85,"रू. 5,00,00,000",HB-F06331,"Himalaya Boarding High School, Dulal Tol, Khadkagaon, Budhanilkantha, काठमाडौं, Bagmati Pradesh, Nepal",Not Available,Negotiable,1 years ago,2023-12-31,House - Individual,1,२.५,५,५,Pitched,६,,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-bungla-in-nepal/f06331bbd4f7435b84f01068070971dd,not used,रुद्रेश्वर,2कार+ ८ मो. सा. पार्किंग
86,"रू. 7,50,00,000",HB-3B0299,"Chundevi (Maharajgunj), Kathmandu",Not Available,Negotiable,3 months ago,2023-10-29,HouseIndividual,4,4,7,20,Pitched,9,50005,Non,4,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-chundavi-in-kathmandu/3b02992a2c2f4967bd187b5d8a4b6470,,,
87,"रू. 3,25,00,000",HB-3062995,Kathmandu > Dhungedhara (Banasthali),Not Available,Negotiable,1 years ago,2024-01-01,,,2.5,,6,Pitched,3,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/sale-on-new-house-in-raniban-area-in-kathmandu/f7cc3beaa74b4562a413d3a999d67154,6Month,Dhungedhara ringroad bat radha krishna mandir hudai Raniwan area,
88,"रू. 2,80,00,000",HB-0A4783,"Tokha Saraswati (Tokha), Kathmandu",Not Available,Not Negotiable,11 days ago,2023-06-20,HouseIndividual,2,2.5,4,6,Pitched,0-3-3-0,1,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tokha-near-grande-hospital-in-kathmandu/0a4783c2f38d41c1a9106eea0a9d9b86,,,
89,"रू. 1,02,50,00,000",HB-27A2B8,"Kanti Path, Tripureshwar",Not Available,Negotiable,3 months ago,2023-10-31,House - Individual,1,4,6,12,Pitched,6,3000,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/ghar-bikri-ma-at-tripureshwar-in-nepal/27a2b8de7a014a4f8f13b8cb1066ab63,,,
90,"रू. 5,00,00,000",HB-20D70D,"Mahadevasthan Marga, पुष्पा नगर, बानेश्वर",Not Available,Negotiable,2 months ago,2024-05-19,House - Individual,1,3,4,3,Pitched,4,1369,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-lavish-residential-house-for-sale-in-nepal/20d70d20b0bd49a6b728a360e2f2fe95,,,
91,"रू. 1,55,00,000",HB-FCF9E1,"Nagarjun, Kathmandu",Not Available,Not Negotiable,3 months ago,2023-07-15,HouseIndividual,1,2,2,6,Pitched,3,1600,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sitapaila-bafal-in-kathmandu/fcf9e1183ca8431ca578d401c4e6560c,,,
92,"रू. 30,00,000",HB-5CFE55,"Sundar Dulari, Sundarharaicha, Morang",Not Available,Negotiable,21 days ago,2023-06-26,House - Individual,1,1,1,1,Gravel,5,10000,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dulhari-highway-in-morang/5cfe559df31a458baaf7732ca578843d,2,,4 kona mileko xa
93,"रू. 15,50,00,000",HB-EC6822,"The Everest Hotel Kathmandu, Radha Mohan Marga, Srijana Tole, नयाँ बानेश्वर, Kathmandu",Not Available,Not Negotiable,4 months ago,2025-03-01,House - Individual,2,5,2,3,Pitched,4,4,Full,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/naya-baneshwor-ma-4-aana-ma-baneko-ghar-bikre-ma-in-kathmandu/ec6822ca0a154ed49a3bbe3255df94ba,K,A,H
94,"रू. 2,55,00,000",HB-FBA7F4,Imadol,Not Available,Negotiable,5 months ago,2030-02-20,House - Individual,2,3,5,6,Soil (Mato),0401,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-bojeypokhari-in-nepal/fba7f47e4de4416aba85cf535ffd2428,,,
95,"रू. 4,00,00,000",HB-D05956,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Negotiable,3 months ago,2023-06-20,HouseIndividual,1,1.5,2,2,Pitched,5,0,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-budhanilkantha-in-kathmandu/d05956a40fbd46c8bbc8afc2aadd3824,,,
96,"रू. 1,55,00,000",HB-D742E3,"Ananda Nagar, सुकेधारा",Not Available,Not Negotiable,1 days ago,2023-07-13,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/house-for-sale-sukedhara-in-nepal/d742e3b2a13513c3555f17b0caa7a17e,,,
97,"रू. 9,50,00,000",HB-E50068,"Birauta, Pokhara, Kaski",Not Available,Not Negotiable,7 months ago,2023-12-01,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/business-complex-in-kaski/e500682bee914419b772f45cca96801d,,,
98,"रू. 2,40,00,000",HB-CA8917,"Tutepani, Khumaltar, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 14364, Nepal",Not Available,Not Negotiable,1 months ago,2023-06-21,HouseIndividual,1,2,4,3,Pitched,3,3000,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/modern-stylish-house-sale-at-hattiban-in-lalitpur/ca8917a9cf9d47e18c6409081d6046a0,,,
99,"रू. 4,25,00,000",HB-74697C,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,7 months ago,2023-07-31,House - Individual,0,2.5,5,5,Pitched,4,0,Non,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budanilkantha-in-kathmandu/74697ce73be14ac4b6175000deb9c438,,,
100,"रू. 18,00,00,000",HB-825F82,"budanilkantha, Budhanilkantha, Kathmandu",Available,Not Negotiable,12 months ago,2023-12-10,House - Individual,,,,,Pitched,34,,,,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/34ana-house-for-sale-at-budhanilkantha-deuwa-area-in-kathmandu/825f828ef98345bbafab891ed6778a81,,parking avaivalbe,
101,"रू. 4,25,00,000",HB-942772,"Budhanilkantha temple, Kahu Shivapur, Nepal",Available,Negotiable,1 years ago,2023-08-31,Bunglow,2,2.5,5,5,Pitched,3.5,,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/new-bungalow-house-for-sale-at-budhanilkantha-in-nepal/9427720dd0e340f7809a9318a6c991ee,,,
102,"रू. 3,50,00,000",HB-1F4164,"Tangal Bhat Bhateni Baluwatar Naxal Lazimpat, Gairidhara Area, Kathmandu",Not Available,Not Negotiable,3 months ago,2023-06-16,HouseIndividual,1,2.5,1,1,Pitched,0-3-1-0,1500,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-dakshinkali-mandir-lazimpat-in-kathmandu/1f416407cce3426f99be34ddae8fa00a,,,
