,price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Used For,Land Mark,Features
287,"रू. 2,19,00,000",HB-794EA4,"Dhapakhel, Lalitpur",Not Available,Not Negotiable,11 months ago,2023-07-26,House - Individual,2,2.5,4,5,Gravel,4.25,2200,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/dhapakhel-brand-new-house-425-aana-in-lalitpur/794ea40d7522484aa50e0baed6e18b0d,,,
288,"रू. 2,90,00,000",HB-3080383,Kathmandu > Dhapasi (Tokha),Not Available,Negotiable,1 years ago,2023-08-31,,3,2.5,3,4,Pitched,3A,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-at-dhapasi-ktm-in-kathmandu/77979bfe312c4ba7a952418f3895b8b6,8 year,"Tokha road, Dhapasi",Parking Space
289,"रू. 2,70,00,000",HB-265192,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Not Available,Not Negotiable,4 days ago,2023-07-12,Bunglow,1,3,*5,5,Gravel,3.25,2000,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/in-lalitpur/26519250c39f43328eabc63aef55dcd5,,,
290,"रू. 1,10,00,000",HB-DB0059,Nagarjun,Not Available,Not Negotiable,1 years ago,2024-01-11,House - Individual,1,1,1,3,,8,,,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/urgent-sale-cheapest-house-near-white-gumba-8-aana-in-nepal/db00595889dd409b80aa919c1ef18adb,,,3.5 garden
291,"रू. 75,00,00,000",HB-CC547C,"Upendra Marg, अरुन थापा मुर्ति चोक, कुपन्डोल",Not Available,Not Negotiable,2 months ago,2023-11-26,Commercial Building,2,4,6,5,Others,5,5000,Semi,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/massive-kupondole-52-aana-wid-structure-on-sale-in-nepal/cc547c0471fc4cf191174eda5902e4e3,,,"mini lounge extra, balconies west and south side , parking slot for 4 cars atleast .maid room"
292,"रू. 3,00,00,000",HB-02759D,"Buddha Chok, Nagarjun, Kathmandu, Bagmati Pradesh, 44601, Nepal",Not Available,Negotiable,7 months ago,2080-01-30,HouseIndividual,yes,3 floor,2+1 (1 attached),well finished,Pitched,3,612 per floor,Full,3 kitchens,FiveToEightFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/02759dc772db4e5198dfb8c71f8152c2,,,
293,"रू. 2,60,00,000",HB-55496E,Imadol,Not Available,Negotiable,4 months ago,2027-03-31,House - Individual,2,3,5,6,Soil (Mato),0310,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-shikar-tole-highway-najeek-in-nepal/55496eb0ae354c52b5bd8a7a98a128d2,,,
294,"रू. 3,75,00,000",HB-3094523,Kathmandu > Gyaneshwar,Not Available,Not Negotiable,1 years ago,2024-07-19,,2,10,6,5,Pitched,4,,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/sell-for-house-in-kathmandu/528f37ceaf28418bb7df66fbd9ea9cae,8e.g,kalopull nagik gyaneswor jane bato ma,
295,"रू. 3,75,00,000",HB-FD6B9A,"Baluwakhani Chok, Golphutar, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 44622, Nepal",Not Available,Not Negotiable,7 days ago,2023-07-09,HouseInColony,2,3,5,6,Pitched,4,2500,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sukadhara-nagik-9863601881-in-kathmandu/fd6b9abdf3324767b7b95e32645ecdd4,,,
296,"रू. 4,25,00,000",HB-2989953,Kathmandu > Boudha,Not Available,Negotiable,1 years ago,2023-08-31,,3,3.5,4,7,Pitched,5A1P,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/beautiful-flat-system-house-at-tinchuli-in-kathmandu/18cca7d9cda7461e89245a43aa845f6c,3 year,"Tinchuli, KTM","3, Parking Space"
297,"रू. 1,71,00,000",HB-C9F2E1,Godamchaur,Not Available,Negotiable,8 days ago,2023-07-08,Bunglow,2,4,4,6,Pitched,3,2806,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/3-storey-house-for-sale-or-exchange-in-nepal/c9f2e18a5840420a90c16da1a3f603fd,2,1,solar heater marble floor parking shatter water 24hour
298,"रू. 2,30,00,000",HB-2AC069,"Bahiti Marg, Kalanki",Not Available,Not Negotiable,8 months ago,2024-11-10,House - Individual,1,3,2,7,Pitched,3,860,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/25-talle-house-for-sale-at-bafal-kathmandu-in-nepal/2ac069b2f72a47658dfcd5561b3d1c92,Residency,Sitapaila Bafal Road,Good for small family
299,"रू. 4,15,00,000",HB-43A39B,Lalitpur > Jhamsikhel,Not Available,Negotiable,1 years ago,2023-08-27,House In a Colony,1,2.5,4,5,Pitched,3.1[ 3 AANA 1 PAISA,,Full,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/in-lalitpur/43a39be4cfe5467cacb22201526f804d,,JHAMSIKHEL,FULL FURNISHED
300,"रू. 3,25,00,000",HB-B04164,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",Not Available,Not Negotiable,4 months ago,2025-01-31,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/for-sale-brand-new-25-story-house-at-chovar-ktm-in-kathmandu/b0416469db5949c2a20eb432d263ace2,,,
301,"रू. 2,55,00,000",HB-E74AA0,"एकता नगर चोक,",Not Available,Negotiable,22 days ago,2023-06-24,House - Individual,1,25,1,1,Pitched,4,1,Full,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sital-hite-ma-4-aanama-baneko-ghar-255-cr-fix-in-nepal/e74aa0d64c3b4ba1b5a8e6b896c1aaba,1,1,1
302,"रू. 2,20,00,000",HB-A8E00C,"Nakhipot, Lalitpur",Not Available,Not Negotiable,6 months ago,2024-12-12,HouseIndividual,1,2.5,4,4,Pitched,4,1100,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/modern-house-sale-in-nakhipot-lalitpur-brand-new-in-lalitpur/a8e00c2c1dc14a7c834a4d138322b198,,,
303,"रू. 4,34,00,000",HB-709347,"Talim Kendra Marg, Sainbu",Not Available,Negotiable,9 days ago,2023-08-31,House In a Colony,1,2,4,4,Pitched,4,2700,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/7093471c021948f7aa7ee1590c04e130,Brand New,Karyabinayak,All Smart
304,"रू. 4,50,00,000",HB-30F926,"Bhaisepati , Lalitpur, Karyabinayak, Lalitpur, Nepal",Not Available,Negotiable,1 years ago,2024-01-31,Bunglow,1,2.5,3 bathroom 1 attached bathroom,4 bed room,Pitched,4 aana,,Full,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/full-furnished-house-on-sale-at-bhashipati-aawas-in-lalitpur/30f926c0bbb5477185ab3732f793d180,3 years ago,,parking
305,"रू. 3,75,00,000",HB-360F7A,"Gulgocha Marg, Sunakothi",Not Available,Negotiable,3 days ago,2023-09-30,House In a Colony,1,2,4,3,Pitched,5,2600,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/360f7a0540df47b2aef6c14fa2c58dd8,,,
306,"रू. 3,95,00,000",HB-7FD764,"Panchakumari Mandir, Nagarjun, Nagarjun Municipality, Kathmandu, Bagmati Pradesh, 44620, Nepal",Not Available,Negotiable,3 months ago,2023-06-24,HouseIndividual,2,2.5,4,6,Pitched,0-4-0-2,940,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/northeast-facing-property-on-sale-at-sitapaila-in-kathmandu/7fd764d12ffc41f8a1f2d4a2bab9a3b5,not used,,"electricity, water, drainage, etc."
307,"रू. 1,60,00,000",HB-A13527,"Thānkot, Chandragiri, Kathmandu",Not Available,Negotiable,8 months ago,2023-09-23,House - Individual,3,3,3,6,Pitched,3,850,Non,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sasto-house-on-sell-in-kathmandu/a13527333cbc4339b9a8f8a4749ac35d,,,
308,"रू. 5,50,00,000",HB-7D247D,"Budhanilkantha, Kathmandu",Not Available,Negotiable,4 months ago,2024-02-19,Bunglow,2,3,3,3,Pitched,5,5,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/budhanilkantha-siddhartha-colony-najik-ghar-bikre-in-kathmandu/7d247da4a0674d00b066685529614da6,K,A,H
309,"रू. 3,55,00,000",HB-2693335,Lalitpur > Bhaisepati / Sainbu,Available,Negotiable,2 years ago,2023-12-12,,1,3.5,4,4,Pitched,3.3,2108,Non,,Above 20 feet,https://hamrobazaar.com/for-sale-house/brihat-cluster-bhaisepati-4-a3-in-lalitpur/159ba96096c94b10b4b085d3e22096ff,0 month,"Bhaisepati , khokana dobato","2, 3, 6, Garden, Parking Space, Security Guards"
310,"रू. 2,55,00,000",HB-5798FC,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,10 months ago,2023-08-31,House - Individual,2,2.5,4,6,Pitched,4,1300,Non,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/5798fc0a74a04ab1a248bca7e0d35626,,,24hr water and peaceful recidency
311,"रू. 4,50,00,000",HB-01CF8B,"Basundhara Area , Maharajgunj Dhapasi Bansbari",Available,Not Negotiable,1 years ago,2023-06-16,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-gjbhos-gjbhos-3234-in-nepal/01cf8b1cff5440bbbcee1903a4b0e18f,,,
312,"रू. 2,50,00,000",HB-6929A2,"Prabhawati Marg, Nakhu Bajar, Nakhu, Patan, Lalitpur, Bagmati Pradesh, 40000, Nepal",Not Available,Negotiable,6 months ago,2023-12-14,HouseIndividual,1,2.5,3,6,Pitched,2.75,1001,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sell-on-kusunti-lalitpur-in-lalitpur/6929a21ae4d845ab95024f4a5ae2ebf7,4years,Kusunti,Good
313,"रू. 3,50,00,000",HB-75CE5C,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,11 months ago,2023-07-23,House - Individual,0,2.5,1Attached/3 Common,4,Pitched,4,0,Non,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/75ce5ca6e7d34ed5ad3cb633cee4ff5e,,,
314,"रू. 14,00,00,000",HB-ADC065,"Red Cross Road, कालिमाटी, कोहिनूर हिल्स आवास",Not Available,Negotiable,29 days ago,2023-06-17,Bunglow,1,2,4,5,Pitched,22,3000,Full,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/bamgalow-house-sale-sotymod-kalimati-bafal-in-nepal/adc065bfe5f84180a6e0614ac26eed64,,,
315,"रू. 2,85,00,000",HB-4839DB,"Imadol (Mahalaxmi), Lalitpur",Available,Negotiable,16 days ago,2023-08-31,HouseIndividual,3,3.5,6,10,Pitched,3.75,2500,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/imadol-house-on-sale-in-lalitpur/4839dbfc72a048119fbb5a341d4f4ef8,No,Imadol,New
316,"रू. 3,50,00,000",HB-35C28D,"Narayan Gopal Chowk, Basundhara",Not Available,Negotiable,6 months ago,2023-07-31,House - Individual,0,0000,0,0,Pitched,4,00,Non,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-sale-basundhara-in-nepal/35c28df7b9724de799c630aaface5e6b,,,
317,"रू. 7,80,00,000",HB-0B77AF,"Dhapasi (Tokha), Kathmandu",Not Available,Not Negotiable,3 months ago,2023-08-15,Bunglow,1,3,5,7,Pitched,13 Aana,3500,Full,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-7-bhk-3-storeyed-premium-bungalow-in-kathmandu/0b77afc2807440739537dc2bf2106003,,Grande Hospital,
318,"रू. 7,00,00,000",HB-2687568,Kathmandu > Budhanilkantha,Not Available,Not Negotiable,2 years ago,2024-01-27,,2,,4,4,Pitched,10.5,,Non,,Above 20 feet,https://hamrobazaar.com/for-sale-house/bungalow-on-11aana-land-for-sale-in-budanilkantha-in-kathmandu/60642b91e30b45faa7c8d4c8749b16c6,,near Siddhartha colony,"2, 3, 5, Garden, Parking Space, Servant Quarter"
319,"रू. 2,30,00,000",HB-F6BB2F,"Kathmandu Ringroad, गोङ्गबु",Not Available,Not Negotiable,6 months ago,2023-06-30,House - Individual,0,2,5,7,Pitched,3,1400,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/gongabu-under-budget-house-on-3-aana-230m-away-in-kathmandu/f6bb2f466cd545b8b0c5493e8268cda4,,,
320,"रू. 2,35,00,000",HB-5D0914,"अरुन थापा मुर्ति चोक, सानेपा",Not Available,Negotiable,2 months ago,2023-09-30,House - Individual,2,3,3,6,Pitched,3,1500,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/ghar-bikri-ma-at-sanepa-in-nepal/5d0914d199f746f6a67463369d73da52,,,
321,"रू. 11,00,00,000",HB-9ACA59,"chhetrapati, Chetrapati, Kathmandu",Not Available,Not Negotiable,4 months ago,2023-06-23,HouseIndividual,1,4,1,1,Pitched,8,1,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/8-anna-land-house-for-sale-in-chetrapati-kathmandu-in-kathmandu/9aca59de626a4a60a607413c940a9c4d,,,
322,"रू. 12,00,00,000",HB-35C8FB,"Sainbu, Lalitpur, Bagmati Pradesh, 13775, Nepal",Not Available,Negotiable,4 months ago,2023-12-15,Bunglow,2,2।5,3,6,Pitched,12aana,1500,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bhaisepati-hight-banglow-on-sell-in-lalitpur/35c8fb7ea99147f08d3d4ad3b9657227,,,
323,"रू. 2,70,00,000",HB-98B144,"kritipur, Tyangala Phant (Kirtipur), Kathmandu",Not Available,Not Negotiable,9 months ago,2024-11-03,House - Individual,2,2.5,4,4,Pitched,4.1,3000,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-kritipur-tyangala-phant-in-kathmandu/98b144e380304ea293d6c471bcbe7e8e,,Kritipur tyangla phant,
324,"रू. 2,70,00,000",HB-B6CD9B,"Imadol (Mahalaxmi), Lalitpur",Not Available,Negotiable,17 days ago,2023-07-23,HouseIndividual,2,2.5,3,5,Pitched,3.5 Aana,,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-imadol-lalitpur-in-lalitpur/b6cd9b6052d242d3ae2c80b2e1bd3385,,250m from Imadol Police Station.,Located At Peaceful Area
325,"रू. 2,55,00,000",HB-ABAFA3,"Sirutar (Ananta), Bhaktapur",Not Available,Negotiable,4 months ago,2023-06-22,HouseIndividual,2,2,3,3,Pitched,5 Aana,1200,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/new-bungalow-for-sale-at-sirutar-prime-location-in-bhaktapur/abafa398225f4c798053907b9262c49b,Residential,Bhaktapur sirutar,
326,"रू. 3,15,00,000",HB-3E9DF0,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Not Negotiable,4 months ago,2023-06-30,Bunglow,2,2.5,5,9,Pitched,4 aana,2700,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/budhanilkantha-bhangal-new-house-in-kathmandu/3e9df0b645ce4411834cd2cd2f22d8aa,3 years,Bhangal,Very beautiful area
327,"रू. 3,75,00,000",HB-A655D6,"Dhapasi (Tokha), Kathmandu",Not Available,Not Negotiable,5 months ago,2023-12-28,HouseIndividual,2,2.5,3,5,Pitched,7,3000,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/grande-ghar-on-sale-in-kathmandu/a655d6bcea784f39b9cf24bb53b6f2a7,,,
328,"रू. 2,80,00,000",HB-4AC43F,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Not Available,Negotiable,7 months ago,2023-08-31,House - Individual,2,2.5,3,5,Pitched,4,1500,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/4ac43fc9557d434a8fe75752b057323c,,,
329,"रू. 1,50,00,000",HB-AC6561,"Maharajgunj, Kathmandu",Not Available,Negotiable,21 days ago,2023-07-13,HouseIndividual,0,2,0,0,Pitched,9 aana,0,Non,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-maharajgunj-in-kathmandu/ac6561c8f8934ef5b9ff753df9e4d690,,,
330,"रू. 2,50,00,000",HB-7E2173,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,4 months ago,2023-10-01,House - Individual,1,2,3,4,Pitched,4,1,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-soaltee-dobato-kathmandu-in-nepal/7e21730ae2884512998277a13c25b3a6,"not used, brand new",civil homes colony,
331,"रू. 2,65,00,000",HB-1C722C,"Imadol (Mahalaxmi), Lalitpur",Available,Not Negotiable,8 months ago,2023-12-12,House In a Colony,2,2.5,4,4,Gravel,3,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-shital-height-in-lalitpur/1c722cea078042539df48fbecadf6b23,,,
332,"रू. 2,25,00,000",HB-018E36,"Satdobato, Lalitpur",Not Available,Negotiable,9 months ago,2025-12-31,House - Individual,2,2.5,3,6,Gravel,3,1200,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-tikathali-in-lalitpur/018e3676fec440ed9050c0935525aaa9,,"Pawan Prakriti School , Panityanki","Spacious parking , close to Bhat Bhateni Supermarket"
333,"रू. 2,85,00,000",HB-B7ED62,"Birauta, Pokhara Metropolitan Ward No. 17, Pokhara, Kaski, Gandaki Pradesh, 37600, Nepal",Available,Not Negotiable,9 months ago,2023-06-17,House - Individual,2,2.5,5,6,Pitched,4.2,3099,Semi,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-pokhaea-birauta-in-kaski/b7ed62db7e4046d0a011533e0c7838e0,7 years,Lakeside,Fresh
334,"रू. 4,50,00,000",HB-21041C,"Aradhana Health Care Centre, Tokha Sadak, Baniyatar, Tokha Chandeshwari, टोखा, Tokha, Kathmandu",Not Available,Negotiable,11 months ago,2024-07-29,House - Individual,1,2.5,3,5,Pitched,0-4-2-0 and 0-5-0-0,..,Semi,..,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/gongabuma-sadhey-4-ra-5-ana-ma-baneko-ghar-bikrima-in-kathmandu/21041cc4877f4519b56c4ea67543d374,,,
335,"रू. 3,20,00,000",HB-71B666,Imadol,Not Available,Negotiable,6 months ago,2027-01-27,House - Individual,2,3,4,5,Soil (Mato),0332,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/71b666540aac4574a78bfb2ff2604bd1,,,
336,"रू. 3,25,00,000",HB-F8A400,"Sasukhwat Marg, Tyangal,",Not Available,Negotiable,8 days ago,2023-09-30,House - Semi Commercial,3,3,6,9,Pitched,3,1283,Semi,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/flat-system-newly-built-house-at-dallu-in-nepal/f8a400c716854722843a52f40d0b8bf1,,Dallu,"Parking for car and bike, pitched road semi commercial nice locality centrally located"
337,"रू. 1,45,00,000",HB-1DF686,"bangal, Bhangal (Budhanilkantha), Kathmandu",Available,Not Negotiable,11 months ago,2023-12-10,House - Individual,1,1,1,2,Gravel,3,,Non,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/3ana-house-for-at-budhanilkantha-bhangal-in-kathmandu/1df686ae18bf4a23b1a5c4e22bb81ffb,,,with parking available
338,"रू. 1,65,00,000",HB-154F4F,"बेन्सिगाउ, गोकर्णेश्वर, गोकर्णेश्वर नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,8 days ago,2023-07-08,House - Individual,2,2,2,4,Pitched,3,00,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/nayabasti-house-sale-in-nepal/154f4faa4ee746b1bd8dcc4e39aac045,13,nayabasti,parking for small cars and bikes
339,"रू. 5,30,00,000",HB-205C91,"Imadol, Khadkagau, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",Not Available,Not Negotiable,3 months ago,2023-07-09,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/imadol-house-for-sale-in-lalitpur/205c9156ea4742cb83009a36d66124cc,,,
340,"रू. 2,15,00,000",HB-2C6012,"Central Business Park, Thapathali Marg, थापाथली, Kathmandu, Bagmati Pradesh, 44617, Nepal",Not Available,Negotiable,4 months ago,2080-12-12,HouseIndividual,2,3,4,5,Pitched,3.5anna,3anna,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-ochhu-height-in-kathmandu/2c60127e9b234ea59d81453e773fd740,,,
341,"रू. 2,50,00,000",HB-78F1C2,"vanasthali, Banasthali, Kathmandu",Not Available,Not Negotiable,4 months ago,2023-08-01,HouseIndividual,4-5,3,4-5,3-4,Pitched,3 aana,3 aana,Semi,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/3-aana-ghar-bikrima-banasthali-kharibot-house-sale-in-kathmandu/78f1c2983df545cf9296c783dbdc53a2,,,
342,"रू. 85,00,000",HB-A37A7C,"Biratnagar, Morang, Province #1, 56613, Nepal",Available,Not Negotiable,9 months ago,2023-06-30,House - Individual,1,2,2,2,Pitched,9,960,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sellpokhariya-buddha-chowk-biratnagar-in-morang/a37a7c3dcc0d4c3b8ef619c6bc62d85b,,,
343,"रू. 11,00,00,000",HB-E93941,"Dhungedhara Chok, Ring Rd, Kathmandu, Nepal",Available,Negotiable,1 years ago,2023-08-31,Commercial Building,,,,,Pitched,19A,,,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/flat-sys-house-for-sale-at-dhungedhara-in-kathmandu/e9394121c0d34e61b38a5c40260987d6,,,
344,"रू. 2,10,00,000",HB-154626,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Not Negotiable,13 days ago,2025-06-17,HouseIndividual,2,3,3,5,Gravel,0-5-1-0,2345,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/15462632273e4c21b7ad602af5f80516,,,"Parking Space (2 small cars, 5 Bikes easily) Small Garden, Solar Water heater, Peace full Environment Electricity, water, Internet, Waste Management"
345,"रू. 2,75,00,000",HB-13C8CF,"Lalitpur, Bagmati Pradesh, Nepal",Not Available,Negotiable,10 days ago,2023-09-30,HouseSemiCommercial,2,2.5,4,5,Pitched,4.2,3000,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/flat-system-house-for-sale-at-taukhel-lalitpur-in-lalitpur/13c8cf1c97534a869b447508eea9fed1,,Taukhel,
346,"रू. 2,00,00,000",HB-6CC561,"मच्छेगाउँ, Boshigaun, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,2 months ago,2024-05-15,House - Individual,1,1,1,3,Pitched,6,1300,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/macchegaun-making-house-sell-in-nepal/6cc561869ffb41a1a8d65842c4d40c3a,,,
347,"रू. 6,00,00,000",HB-82E6DC,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",Not Available,Not Negotiable,3 months ago,2023-06-22,HouseIndividual,2,2.5,7,4,Pitched,6.5,2800,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/standardsized-bonglow-is-on-sale-in-bhaisepati-in-lalitpur/82e6dc29f9de4fc3871539deff504ec1,,MAHATOMARG,
348,"रू. 1,85,00,000",HB-AED453,"Tikathali (Mahalaxmi), Lalitpur",Not Available,Negotiable,1 months ago,2023-11-30,HouseIndividual,O,2.5,O,O,Gravel,3.2.1,O,Non,O,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/tikathali-pawan-prakrti-school-nira-sasto-ma-ghar-in-lalitpur/aed45360cb9c4d0e8bc73678773bfd6b,O,Pawan prakrti school,O
349,"रू. 4,50,00,000",HB-633C9E,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,9 months ago,2024-09-25,Bunglow,1,3,5,5,Pitched,4,3000,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/brand-new-bungalow-for-sale-at-budhanilkantha-in-kathmandu/633c9ee129df43a1a233354114e15b70,,,
350,"रू. 7,75,00,000रू. 7,50,00,000",HB-348236,"ithalitar budanilkantha, Italitar (Budhanilkantha), Kathmandu",Not Available,Not Negotiable,4 months ago,2023-10-01,HouseIndividual,1,2.5,5,4,Pitched,0-8-1-2,2600,Semi,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/4bhk-house-for-sale-at-italitar-budhanilkantha-in-kathmandu/348236efc1e840f1b3f9137f59a0e7dc,,,
