,Price,Address,Floor,Bathroom,Bedroom,Land,Road,Land Mark
2862,54100000.0,"Ramkot (Nagarjun), Kathmandu",3.5,4,4,2448.7972,13.0,Padma fuel center
2869,9000000.0,"Gokarneshwor Municipality Office / गोकर्णेश्वर नगरपालिका कार्यालय, Gokarneshwor, Nepal",3.5,2,4,752.95,8.0,good
2870,3600000000000000.0,"Sano Thimi, Bhaktapur",3.5,3,9,1711.25,12.0,Near to CTEVT
2872,100000000.0,Kathmandu > Bafal,3.5,4,8,3422.5,8.0,"Bafal-13, Kathmandu"
2874,39000000.0,"Kalanki, Kathmandu",3.5,6-May,8,1219.26,13.0,Near by NBTC kalanki ring road
2876,75000000.0,Kathmandu > Kalimati,3.5,4,9,1967.9375,13.0,"kalimati, KTM"
2878,50000000.0,"Gokarneshwar, Kathmandu, Bagmati Pradesh, 20187, Nepal",3.5,5,6,2224.625,12.0,tinchuli chowk
2880,27500000.0,"All Core Lalitpur, Lalitpur",3.5,3,6,1133.7,12.0,Nagdaha tourism Gate
2881,35000000.0,"Dhobighat, Lalitpur",3.5,4,8,1540.12,20.0,Lalitpur Dhobighat
2882,22000000.0,"महालक्ष्मीस्थान रोड, टिखिडोल, कुसुन्ती",3.5,6.0,5.0,1112.3,13.0,1
2883,25000000.0,"chandagiri, Chandragiri, Kathmandu",3.0,3,5,1369,13.0,Etta kheel
2887,56500000.0,"Budhanilkantha, Kathmandu",4.0,7.0,7.0,2395.75,13.0,Park Village next stop
2891,87000000.0,"Putalisadak, Kathmandu",4.0,5.0,9.0,2738,13.0,peoples plaza
2899,47500000.0,Lalitpur > Kusunti,4.0,4,10,1540.125,13.0,"Kusunti, Ring Road, Lalitpur"
2904,29500000.0,"Makalbari (Jorpati), Kathmandu",4.0,4,10,1369,12.0,Makalbari Gate
2906,17100000.0,Godamchaur,4.0,4,6,1026.75,20.0,1
2907,17450000.0,Godamchaur,4.0,4,6,1026.75,20.0,1
2913,38000000.0,"Gothatar (Kageshwor), Kathmandu",4.0,5,8,1369,13.0,gandhi school near
2914,23500000.0,"vanasthali, Banasthali, Kathmandu",4.0,3,3,855.625,13.0,Near By Aditya Boarding Academy
2916,42000000.0,"vasundhara, Basundhara, Kathmandu",4.0,5,5,1745.475,13.0,Isan Hospital
2917,25500000.0,Imadol,4.0,4,3,1026.75,12.0,near krishna mandir
2918,40000000.0,"Lokanthali, Bhaktapur",4.0,4,12,1711.25,20.0,1km From Araniko Highway
2928,60000000.0,"budanilkantha, Budhanilkantha, Kathmandu",4.0,4(1 Attached),8,2139.06,13.0,Near Krishna Mandir
2929,30000000.0,Lalitpur > Nakhu,4.0,4,15,1369,12.0,"Nakkhu, chowk"
2933,80000000.0,"Mitrapark (Chabahil), Kathmandu",4.0,Non,Non,2652.43,12.0,Mitra Park
2937,36000000.0,"Khadkagaon, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4.0,7,8,1369,13.0,Jyotinagar
2939,11500000.0,"Chabahil, Boudhanath Sadak, Kathmandu, Nepal",4.0,4,11,684.5,12.0,Prerana school
2943,45000000.0,"Chauni Kalimati Soaltee Mode Bafal Kimdol, Tahachal Area, Kathmandu",4.0,6,8,1283.43,20.0,Taku area
2947,45000000.0,"Cosmic International Academy, Dipnagar Marg, Kot Devi, Jadibuti, Kathmandu",4.0,10,9,1369,13.0,४आना
2949,31000000.0,Dhapakhel,4.0,5,9,1197.87,12.0,Makhundol Marg Ward No -24
2954,40000000.0,"Narayantar (Jorpati), Kathmandu",4.0,O,O,1540.125,13.0,Chhahari club jorpati
2957,17200000.0,Godamchaur,4.0,4.0,6.0,1026.75,20.0,4
2959,35000000.0,Kathmandu > Bafal,4.0,5.0,16.0,1026.75,13.0,à¤¬à¤¾à¤«à¤² à¤®à¤¤à¤¾à¤¦à¥‡à¤µà¥€ à¤ªà¥‡à¤Ÿà¥à¤°à¥‹à¤² à¤ªà¤®à¥à¤ª à¤¬à¤¾à¤Ÿ à¥«à¥¦ à¤®à¥€à¤Ÿà¤°
2961,28000000.0,Imadol,4.0,3.0,3.0,1711.25,13.0,imadol ochu hight
2963,17000000.0,"Padma Colony, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",4.0,4,5,1026.75,13.0,Block-A A-37 Padma Colony Phase-I Sitapaila Nagarjun Municipality-05 Kathmandu
2964,17000000.0,"Padma Colony, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",4.0,4,5,1026.75,13.0,Block-A A-37 Padma Colony Phase-I Sitapaila Nagarjun Municipality-05 Kathmandu
2968,85000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",4.0,6,5,2395.75,20.0,NEPAL MEDICITY HOSPITAL
2970,31000000.0,"Shiva Mandir, Gwarko-Lamatar, Borcha, Imadol, Khadkatol, Mahalaxmi, Mahalaxmi Municipality, Lalitpur",4.0,6.0,5.0,106,13.0,Bhatbhateni near sanagau
2971,65000000.0,"Geotech Electronics Industries, Baraha Marga, Dhumbarahi Pipal Bot, Dhumbarahi, Kathmandu Metropolitan Ward 4, Kathmandu, Bagmati Pradesh, 00975, Nepal",4.0,7.0,9.0,1882.375,13.0,Dhumbarahi Temple
2976,49000000.0,"Prayag Marg, Bhimsen Gola, Om Shanti Chok, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44703, Nepal",4.0,4,5,1561.51,20.0,near babylon national school
2985,42500000.0,"Sorakhutte, Pushpalal Path;Swoyanbhu Marg, Lut Chok, Sorakhutte, Kathmandu",4.0,2,4,1369,13.0,M
2988,18000000.0,"Tahachal marg, Paropakar, Kalanki",4.0,4.0,12.0,1369,5.0,laxmi Bank Tahachal Branch
2995,100000000.0,"Salim Fresh House, Siddhartha Highway, Birauta, Pokhara, Kaski",4.0,8,0,2053.5,20.0,15*60
2996,21000000.0,"Satungal (Chandragiri), Kathmandu",4.0,4.0,4.0,1026.75,13.0,Near White Durbar Party Palace
3000,35000000.0,"Rudramati Chowk, Mandikhatar",4.0,6,8,11978.75,12.0,near to Aakasedhara petrol pump
3002,75000000.0,"All Core Kathmandu, Kathmandu",4.0,9,11,2566.875,13.0,Inside from Indreni foodland maharajgunj.
3007,32500000.0,Kathmandu > Bafal,4.0,6,16,2053.5,13.0,à¤¬à¤¾à¤«à¤² à¤®à¤¤à¤¦à¥‡à¤µà¥€ à¤ªà¥‡à¤Ÿà¥à¤°à¥‹à¤² à¤ªà¤®à¥à¤ª à¤¬à¤¾à¤Ÿ à¥§à¥«à¥¦ à¤®à¥€à¤Ÿà¤° à¤­à¤¿à¤¤à¥à¤°
3012,52500000.0,"Old Baneshwor, Kathmandu",4.0,3.0,3.0,2224.625,13.0,00m from Shanti Nagar gate
3015,16900000.0,"Thaiba-Damaitaar Bridge, Godamchaur",4.0,4,7,1026.75,20.0,1
3018,28000000.0,"Baluwakhani (Kapan), Kathmandu",4.0,5,9,1026.75,13.0,0
3021,25000000.0,Balaju,4.0,2,8,684.5,13.0,Mheipi temple
3025,15500000.0,"Ram Temple, Tabo Marg, Nhugha, Kalimati, Kathmandu, Bagmati Pradesh, 44000, Nepal",4.5,4,6,770.06,8.0,Kohiti
3028,65000000.0,"Bodhigram (Satdobato), Lalitpur",4.5,9.0,12.0,3422.5,12.0,Lalitpur swimming pool side
3029,49999999.0,"Ramkot (Nagarjun), Kathmandu",4.5,5.0,3.0,2213.4972,13.0,Padma Fuel Centre
3034,51500000.0,"Balaju, Kathmandu",4.5,15.0,17.0,1471.675,12.0,ntc building
3036,11000000.0,Kathmandu > Kapurdhara (Samakhusi),4.5,3.0,4.0,513.375,13.0,Kapurdhara Samakhusi
3037,55000000.0,"Khadkagaon, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4.3,7,8,2395.75,20.0,Rudreswor
3039,37500000.0,"Lokanthali, Bhaktapur",4.5,4,12,1796.81,13.0,Around 600m From Highway
3040,31000000.0,"Pepsicola (Kadaghari), Kathmandu",4.5,4,11,1369,13.0,250m from Birendra Chowk
3051,27000000.0,"Mulpani (Kageshwor), Kathmandu",4.5,4,8,1369,12.0,100m From Gokarneshwor Buspark
3053,57500000.0,Kathmandu > Shantinagar (New Baneshwor),4.5,17,26,2224.625,13.0,himshikhar marg
3061,155000000.0,"The Everest Hotel Kathmandu, Radha Mohan Marga, Srijana Tole, नयाँ बानेश्वर, Kathmandu",5.0,2,3,1369,20.0,A
3064,27500000.0,"F58, Dharan, Vedetar, Sangurigadhi, Dhankuta, Koshi Province, Nepal",5.0,8,8,2738,13.0,Near Hotel Makalu View
3074,110000000.0,"Satdobato - Godavari Road, NAST research centre, Satdobato",5.0,10,10,2738,12.0,satdobato chowk
3079,49500000.0,Kavrepalanchok > Dhulikhel,5.0,3.0,4.0,4791.5,20.0,à¤­à¤Ÿà¥à¤Ÿà¥‡à¤¡à¤¾à¤à¤¡à¤¾ à¤§à¥à¤²à¤¿à¤–à¥‡à¤² à¤°à¤¿à¤¸à¥‹à¤°à¥à¤Ÿ à¤®à¤¾à¤°à¥à¤—
3080,80000000.0,नारायण गोपाल चोक,5.0,10.0,20.0,4107,13.0,Back side of Thapa complex
3081,8000000.0,"Chamunda Galli, Pyaphal,",5.0,1,2,684.5,12.0,Maru Ganesthan
3083,165000000.0,Kathmandu > Chauni,5.0,5,10,3422.5,20.0,Near Ambassdor hotel & Mahendra Ratna campus.
3085,32000000.0,"NIC Asia Bank, Bhagwati marg, Kalopul, Naxal, Kathmandu, Kathmandu Metropolitan City, Kathmandu",5.0,3,10,684.5,20.0,NIC ASIA BANK
3090,25000000.0,"Kuleshwor, Kathmandu",5.0,3.0,3.0,684.5,13.0,Kuleshwor Shiva Mandir
3094,37500000.0,"Chobu Nani, Slaughter Area, Lalitpur, Bagmati Pradesh, 8975 EPC 1220, Nepal",5.0,6,10,1711.25,13.0,near baglamukhi mandir and ashok stupa
3096,110000000.0,"Bodhigram (Satdobato), Lalitpur",5.0,10,10,2738,13.0,Satdobato
3101,27500000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",5.0,5.0,8.0,1026.75,20.0,opposite dikshalaya school
3103,16000000.0,"Patan Dhoka (Patan), Lalitpur",5.0,2.0,3.0,256.68,12.0,Patan Nakhabhail
3110,30000000.0,"Shree Pachali Bhairab House, 21 Ward Office, Jamana Guvaju Marg, Nhugha, Yetkha, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 04110, Nepal",5.5,1,4,11390.625,13.0,"In front of chaitya, 5-10 mins from hanumandhoka by walking."
3111,75000000.0,"Gabahal (Patan), Lalitpur",6.0,4.0,5.0,598.93,20.0,sunrise bank abahal
3112,95000000.0,"Narayan Gopal Chowk, Basundhara",6.0,6,15,2053.5,13.0,वसुन्धरा
3113,32500000.0,"lan station, Inabaha Marg, कमलाक्षी, बागबजार, Kathmandu",6.0,5,6,684.5,13.0,Commercial
3115,27000000.0,"Manjushri Marg, पिपल बोट, बानेश्वर",6.0,8.0,22.0,1197.87,8.0,Puja pratishtha marg
3123,17000000.0,"Dhwakhache Marg, Pyaphal,",6.0,5,5,1026.75,20.0,3
3125,75000000.0,"Childrens Eternal Academy, Balaju-Sourkhutte Sadak, Lut Chok, Nayabazar, Kathmandu",6.0,4.0,5.0,1711.25,13.0,Good
3138,27500000.0,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",8.0,3,6,1095.2,13.0,Non
