,price,LAND AREA,HOUSE AREA,Unnamed: 3,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA,District
502,"Rs. 11,84,00,000 (Negotiable)
(Eleven crore eighty four lakh )",2-10-2-3,,,,,,,,BHAKTAPUR,20 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10167,6 MONTHS AGO,65,,https://www.gharbazar.com/property/details/land-at-bhaktapur-10167,,HANUMANTE CORRIDOR,,, BHAKTAPUR
503,"Rs. 4,00,00,000 (Negotiable)
(Four crore )",0-4-2-0,,,6.0,3.0,2.0,,3.5,KHUMALTAR,14/20FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10337,5 MONTHS AGO,50,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-khumaltar-10337,,200M,,, LALITPUR
504,"Rs. 2,35,00,000 (Negotiable)
(Two crore thirty five lakh )",0-3-3-0,2041 SQUARE FEET,,4.0,2.0,2.0,4.0,2.5, IMADOL,20 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05700,2 YEARS AGO,22111,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-5700,1400M,100,,, LALITPUR
505,,72900 SQUARE FEET,,,,,,,,KAWASOTI,20 FT. ROAD,NONE,LAND (RESIDENTIAL),NONE,GB02736,4 YEARS AGO,2971,,https://www.gharbazar.com/property/details/land-at-kawasoti-2736,,,,, NAWALPARASI
506,"Rs. 3,20,00,000
(Three crore twenty lakh )",0-3-3-2,0-3-0-0,,,,,,4.0,KUSUNTI,15 METERS,NORTH,SCHOOL (COMMERCIAL),PILLAR SYSTEM,GB10568,2 MONTHS AGO,68,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-kusunti-10568,,FACING RINGROAD,,, KATHMANDU
507,"Rs. 1,70,00,000 (Negotiable)
(One crore seventy lakh )",0-3-0-0,,,6.0,1.0,2.0,3.0,2.5, IMADOL,13,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08592,1 YEAR AGO,4585,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-ochu-height-imadol-8592,,,,, KATHMANDU
508,"Rs. 17,00,00,000
(Seventeen crore )",1-1-0-0,,,,,,,,NAXAL,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10744,4 WEEKS AGO,50,,https://www.gharbazar.com/property/details/house-at-naxal-10744,,550M FROM MAIN ROAD,,, KATHMANDU
509,"Rs. 1,60,00,000 (Negotiable)
(One crore sixty lakh )",0-3-0-0,,,4.0,2.0,3.0,3.0,2.5, DANCHHI,10 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07120,10 MONTHS AGO,5609,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-danchhi-7120,300M,,,, KATHMANDU
510,"Rs. 48,00,000 (Negotiable)
(Forty eight lakh per aana)",0-19-0-0,,,,,,,,BUDHANILKANTHA,32 FT,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09500,1 YEAR AGO,1149,,https://www.gharbazar.com/property/details/land-near-budhanilkantha-mandir-9500,,,6502 SQUARE FEET,, KATHMANDU
511,,"0-3-0-0, 0-4-0-0, 0-5-0-0",,,,,,,,MANDIKHATAR,,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06255,2 YEARS AGO,5634,,https://www.gharbazar.com/property/details/land-at-mandikhatar-6255,,,,, KATHMANDU
512,"Rs. 12,50,000 (Negotiable)
(Twelve Lakh Fifty Thousand per aana)",0-10-0-0,,,,,,,, CHOBAR,13 FEET,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06364,4 YEARS AGO,5274,,https://www.gharbazar.com/property/details/land-at-chobhar-6364,,,,, KATHMANDU
513,"Rs. 75,00,000 (Negotiable)
(Seventy five lakh )",14 DHUR,,,,,,,, ITAHARI,16 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB04935,3 YEARS AGO,7402,,https://www.gharbazar.com/property/details/land-house-at-itahari-4935,50M,,,, SUNSARI
514,,0-3-3-0,,,4.0,2.0,1.0,,,BHAISEPATI,13 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10788,2 WEEKS AGO,53,,https://www.gharbazar.com/property/details/house-at-bhaisepati-10788,,150M FROM AWASH GATE,,, KATHMANDU
515,"Rs. 1,30,00,000 (Negotiable)
(One crore thirty lakh )",1300 SQUARE METER,,,27.0,,,,4.0,DHULIKHEL,50,NORTH-EAST-SOUTH,HOTELS & RESORTS (RESIDENTIAL),PILLAR SYSTEM,GB10622,1 MONTH AGO,1002,FULLY FURNISHED,https://www.gharbazar.com/property/details/hotels-resorts-at-dhulikhel-10622,1500M,,,, KAVRE
516,"Rs. 18,000 (Negotiable)",0-,,,,,,,,MAHARAJGUNG,13 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10472,4 MONTHS AGO,76,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-maharajgung-10472,,,,, KATHMANDU
517,"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-5-2-2,2000 SQUARE FEET,,7.0,1.0,1.0,9.0,3.5, RANJIT COLONY,11 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09842,5 MONTHS AGO,135,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-kalanki-14-ranjit-colony-9842,,,,, KATHMANDU
518,"Rs. 1,00,000 / month (Negotiable)
(One lakh )",0-3-0-0,0-2-0-0,,3.0,,,3.0,3.5,NEWROAD,1M FROM ROAD,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10010,7 MONTHS AGO,59,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-newroad-10010,,NEXT TO NEWROAD DAMKAL,,, KATHMANDU
519,,9-9-1-0,,,,,,,,DHADING SIDDHALEKH KUMPUR.,25-30,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10530,3 MONTHS AGO,82,,https://www.gharbazar.com/property/details/land-at-dhading-siddhalekh-kumpur-10530,,200 METRE FROM PRITHVI HIGHWAY(GHATBESHI DHADING),,, KATHMANDU
520,"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-4-2-0,,,4.0,2.0,1.0,5.0,2.5,MULPANI,20 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09499,1 YEAR AGO,2859,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-green-hill-city-mulpani-9499,,,2800 SQUARE FEET,, KATHMANDU
521,"Rs. 2,25,000 (Negotiable)
(2 lakh 25 thousand per dhur)",25 DHUR,,,,,,,, BHAIRAHAWA,20 FEET,EAST,LAND (RESIDENTIAL),NONE,GB04557,6 YEARS AGO,6540,,https://www.gharbazar.com/property/details/land-at-bhairahawa-4557,,,,, RUPANDEHI
522,"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh)",0-3-2-0,,,5.0,2.0,2.0,3.0,2.5, SHEETAL TOLE,13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06375,4 YEARS AGO,4913,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-6375,100M,,,, LALITPUR
523,"Rs. 48,00,000 (Negotiable)
(48 lakh per aana)",0-4-2-3,,,,,,,,NAYA BAZAR,26 FT,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05316,5 YEARS AGO,6044,,https://www.gharbazar.com/property/details/land-at-khusibu-5316,30M,,,, KATHMANDU
524,,0-4-2-0,,,,,,,,THANKOT,13-10,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10657,1 MONTH AGO,48,,https://www.gharbazar.com/property/details/land-at-thankot-10657,,150 METER FROM MAIN HIGHWAR,,, KATHMANDU
525,"Rs. 7,00,00,000 (Negotiable)
(7 crore)",578 SQUARE FEET,578 SQUARE FEET,,20.0,,1.0,4.0,3.0, POKHARA,,,HOUSE (COMMERCIAL),PILLAR SYSTEM,GB03510,5 YEARS AGO,6082,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-new-road-pokhara-3510,,HOUSE NO. 57,,, KASKI
526,"Rs. 4,75,00,000 (Negotiable)
(Four crore seventy five lakh )",0-5-3-0,,,7.0,2.0,2.0,8.0,3.5, SAINBU,16,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08887,11 MONTHS AGO,8542,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-bhaisepati-8887,200M,300,,, KATHMANDU
527,"Rs. 5,35,00,000 (Negotiable)
(Five crore thirty five lakh )",0-4-0-0,,,6.0,1.0,1.0,,3.0, LALITPUR,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10715,1 MONTH AGO,49,,https://www.gharbazar.com/property/details/house-at-manbhawan-lalitpur-10715,,,,, KATHMANDU
528,"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-,0-4-1-3,,,,,,,BUDDHANAGAR,20 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10164,6 MONTHS AGO,102,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-buddhanagar-10164,,,,, KATHMANDU
529,,0-4-0-0,,,6.0,1.0,2.0,,2.5,SHITAL HEIGHT IMADOL,200,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10774,3 WEEKS AGO,59,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-shital-height-imadol-10774,,200 METERS FROM MAIN ROAD IMADOL HIGHWAY,,, KATHMANDU
530,"Rs. 3,35,00,000 (Negotiable)
(Three crore thirty five lakh )",0-4-0-1,,,15.0,1.0,1.0,,3.5,,8FT/13FT,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10652,1 MONTH AGO,36,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-jorpati-kathmandu-10652,,200M,,,JORPATI KATHMANDU
531,,0-4-3-3,,,,,,,,LAZIMPAT,13 FT,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09155,1 YEAR AGO,3212,,https://www.gharbazar.com/property/details/land-at-panipokhari-lazimpat-9155,60M,,,, KATHMANDU
532,"Rs. 2,80,00,000 (Negotiable)
(3)",0-3-0-0,0-3-0-0,,5.0,2.0,2.0,,3.5,IMADOL NEW MILINIUM SCHOOL NEAR,13 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10398,4 MONTHS AGO,148,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-10398,,IMADOL RAJKULO,,, LALITPUR
533,"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh )",1026 SQUARE FEET,1026 SQUARE FEET,,11.0,2.0,3.0,9.0,3.0,PAIYATAR,13 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10062,7 MONTHS AGO,92,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-paiyatar-10062,,1.5KM FROM BYPASS (ASTANARAYAN HALL),,, KATHMANDU
534,"Rs. 5,25,00,000 (Negotiable)
(Five crore twenty five lakh )",0-9-0-0,,,5.0,2.0,2.0,5.0,2.5,KAPAN,6 METER,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05745,3 YEARS AGO,6175,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-kapan-height-5745,100M,100,,, KATHMANDU
535,"Rs. 2,30,00,000 (Negotiable)
(2 crore 30 lakh)",0-2-3-0,2000 SQUARE FEET,,2.0,1.0,1.0,3.0,2.5,NEAR SUN CITY APARTMENT,23,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05644,5 YEARS AGO,5643,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-5644,50M,,,, KATHMANDU
536,"Rs. 25,000 (Negotiable)
(Twenty five thousand )",0-,622 SQUARE FEET,,2.0,1.0,1.0,1.0,,HATTIBAN,20 FEET,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10011,7 MONTHS AGO,184,SEMI FURNISHED,https://www.gharbazar.com/property/details/apartment-hattiban-10011,,,,, LALITPUR
537,"Rs. 1,35,00,000 (Negotiable)
(One crore thirty five lakh )",0-2-0-0,,,6.0,,1.0,3.0,3.0, CHABAHIL,20 FEET,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07073,4 YEARS AGO,2866,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-saraswotinagar-7073,100M,FROM CHABAHIL 1.5 KM TOWARDS KAPAN,,, KATHMANDU
538,"Rs. 66,00,000 (Negotiable)
(Sixty six lakh )",0-4-3-0,,,,,,,,SAMAKHUSI,13 FT,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10510,3 MONTHS AGO,2067,,https://www.gharbazar.com/property/details/land-at-samakhusi-kathmandu-10510,50M,,,, KATHMANDU
539,,676 HAATH,,,,,,,,DANG,20 FT,NORTH,LAND (RESIDENTIAL),NONE,GB10522,3 MONTHS AGO,394,,https://www.gharbazar.com/property/details/land-at-ghorahi-dang-10522,,,,, KATHMANDU
540,"Rs. 2,30,00,000 (Negotiable)
(Two crore thirty lakh )",3-3-3-0,,,4.0,1.0,1.0,3.0,2.5,BEHIND AIRPORT  HOUSE NO. 44  POKHARA,,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06165,4 YEARS AGO,7171,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-fishtail-residency-pokhara-6165,100M,,,, KASKI
541,"Rs. 55,00,000 (Negotiable)
(Fifty five lakh per aana)",0-9-0-0,,,,,,,,KAPURDHARA,10 FT,NORTH,LAND (RESIDENTIAL),NONE,GB10467,2 HOURS AGO,157,,https://www.gharbazar.com/property/details/land-at-kapurdhara-10467,,,,, KATHMANDU
542,"Rs. 1,30,000 (Negotiable)
(1 lakh 30 thousand per month)",0-32-0-0,,,4.0,1.0,1.0,4.0,2.5,SAI BABA MARG,20 FT,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05402,5 YEARS AGO,4076,SEMI FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-banasthali-5402,200M,,,, KATHMANDU
543,"Rs. 2,25,00,000 (Negotiable)
(Two crore twenty five lakh )",22 DHUR,1200 SQUARE FEET,,4.0,1.0,1.0,,2.0,,20 FT,NONE,SCHOOL (RESIDENTIAL),PILLAR SYSTEM,GB10579,2 MONTHS AGO,58,,https://www.gharbazar.com/property/details/house-land-at-belbari-morang-10579,,,,,
544,"Rs. 2,45,00,000 (Negotiable)
(Two crore forty five lakh )",0-4-0-0,2046 SQUARE FEET,,6.0,2.0,2.0,5.0,2.5, PASIKOT,13 FT.,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07722,2 YEARS AGO,5881,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-pasikot-7722,150M,NEARBY SHREE RAM SCHOOL,,, KATHMANDU
545,"Rs. 14,00,000 (Negotiable)
(14 lakh per anna)","0-4-0-0, 0-6-0-0",,,,,,,, NEC,26&20,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05618,5 YEARS AGO,4669,,https://www.gharbazar.com/property/details/land-at-changu-narayan-5618,,,,, BHAKTAPUR
546,"Rs. 12,00,000 (Negotiable)
(Twelve lakh (Negotiable))",0-,,,,,,,,BANESHWOR,20 FT,NONE,RESTAURANT (COMMERCIAL),PILLAR SYSTEM,GB10259,5 MONTHS AGO,95,NOT FURNISHED,https://www.gharbazar.com/property/details/cafe-at-devkota-sadak-baneshwor-10259,,,,, KATHMANDU
547,"Rs. 5,00,000 (Negotiable)
(Five lakh )",7-0-0-0,,,,,,,,,18 FT,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB02988,2 YEARS AGO,1546,,https://www.gharbazar.com/property/details/land-at-pyuthan-2988,,,,,PYUTHAN
548,"Rs. 5,75,00,000 (Negotiable)
(Five crore seventy five lakh )",0-5-2-0,3300 SQUARE FEET,,10.0,3.0,3.0,,4.0,DHUMBARAHI,13 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09897,5 MONTHS AGO,160,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-dhumbarahi-9897,,OPPOSITE OF DHUMBARAHI TEMPLE,,, KATHMANDU
549,"Rs. 70,000 (Negotiable)
(Seventy thousand per month)",1275 SQUARE FEET,1275 SQUARE FEET,,3.0,1.0,1.0,2.0,6.0,DHAPASI,20,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB05288,10 MONTHS AGO,8171,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-grande-tower-5288,2500M,100,,, KATHMANDU
550,,0-3-3-0,0-3-3-0,,,,,,6.0,NEW BANESHWOR,,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06802,4 YEARS AGO,3767,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-new-baneshwor-6802,,,,, KATHMANDU
551,"Rs. 9,35,00,000 (Negotiable)
(Nine crore thirty five lakh )",0-8-1-0,,,,,,5.0,4.0,GYANESHWOR,33 &11 FT,NORTH-WEST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB05681,4 YEARS AGO,5805,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-house-at-ratopul-5681,,,,, KATHMANDU
552,"Rs. 9,50,000 (Negotiable)
(Nine lakh fifty thousand per aana)",1-5-0-0,,,,,,,,CHANGUNARAYAN,20 FEET,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06930,4 YEARS AGO,3267,,https://www.gharbazar.com/property/details/land-at-changunarayan-6930,,,,, BHAKTAPUR
553,,10 DHUR,8 DHUR,,2.0,1.0,1.0,,2.0, PURANO BAKTAPUR,14,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10572,2 MONTHS AGO,29,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-magarghau-purano-baktapur-10572,,HIMCHULI ACADEMY,,, KATHMANDU
554,"Rs. 22,50,000 (Negotiable)
(Twenty two lakh fifty thousand )",0-3-1-0,,,,,,,,LAMATAR,13 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10469,4 MONTHS AGO,82,,https://www.gharbazar.com/property/details/land-at-lamatar-10469,,,,, LALITPUR
555,"Rs. 2,80,00,000 (Negotiable)",0-5-1-0,,,5.0,2.0,1.0,,3.0,DHAPAKHEL,20 FT,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10606,1 MONTH AGO,76,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-dhapakhel-10606,,700 METERS FROM ICIMOD,,, KATHMANDU
556,"Rs. 2,40,00,000
(Two crore forty lakh )",0-,3000 SQUARE FEET,,,,,,,HARISHIDDHI,10,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10827,YESTERDAY,32,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-harishiddhi-10827,,1KM FROM SATDOBATO CHOWK WALKING DISTANCE FROM CLASSIC APARTMENT AND CITY ESCAPE APARTMENT,,, LALITPUR
557,"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand )",0-20-0-0,,,5.0,1.0,1.0,6.0,3.0, BUDHANILKANTHA,18 FT,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10769,2 WEEKS AGO,676,SEMI FURNISHED,https://www.gharbazar.com/property/details/luxurious-bungalow-with-modern-amenities-in-budhanilkantha-10769,700M,,,, KATHMANDU
558,"Rs. 11,75,000 (Negotiable)
(Eleven lakh seventy five thousand )",0-,,,,,,,,BHIMSENSTHAN,13 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10454,4 MONTHS AGO,43,,https://www.gharbazar.com/property/details/land-at-bhimsensthan-dakshilkathi-10454,,,,, KATHMANDU
559,"Rs. 8,75,000 (Negotiable)
(8 lakh 75 thousand per aana)",10-2-0-0,,,,,,,,,44 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04451,6 YEARS AGO,2111,,https://www.gharbazar.com/property/details/land-at-badegaun-4451,,,,,
560,"Rs. 2,90,00,000 (Negotiable)
(Two crore ninety lakh )",0-6-2-0,,,6.0,1.0,1.0,4.0,2.5,ICI MOD,13 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06447,2 YEARS AGO,8150,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-khumaltar-6447,150M,,,, LALITPUR
561,,,,,,,,,4.0,SINAMANGAL,20 FT,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB10558,2 MONTHS AGO,476,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-sinamangal-10558,,,3296 SQUARE FEET,, KATHMANDU
562,"Rs. 2,40,00,000 (Negotiable)
(Two crore forty lakh )",0-4-0-0,2100 SQUARE FEET,,3.0,1.0,1.0,3.0,2.5, HATTIBAN,16 FEET,SOUTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07067,3 YEARS AGO,8860,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-hattiban-7067,100M,,,, LALITPUR
563,"Rs. 60,000 (Negotiable)
(Sixty thousand per month)",1362 SQUARE FEET,,,3.0,1.0,1.0,2.0,, TOKHA,20 FT,SOUTH,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10815,2 DAYS AGO,176,FULLY FURNISHED,https://www.gharbazar.com/property/details/3bhk-apartment-at-mars-tower-grande-for-premium-living-experience-10815,,,,, KATHMANDU
564,"Rs. 2,00,00,000 (Negotiable)
(Two crore )",,,,2.0,,1.0,1.0,1.0,NEAR COVERED HALL,42,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05828,3 YEARS AGO,13399,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-janakpur-5828,400M,,,, DHANUSA
565,"Rs. 3,75,000 (Negotiable)
(3 lakh 75 thousand per dhur)",9 DHUR,,,,,,,, BHARATPUR,20 FT,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04425,6 YEARS AGO,2688,,https://www.gharbazar.com/property/details/land-at-bharatpur-4425,200M,,,, CHITWAN
566,"Rs. 1,90,00,000 (Negotiable)
(1 crore 90 lakh)",0-5-0-0,,,6.0,1.0,2.0,,3.0,SAURAHA,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03669,5 YEARS AGO,2885,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chitwan-3669,200M,,,, CHITWAN
567,"Rs. 15,50,000 (Negotiable)
(Fifteen lakh fifty thousand per aana)",0-6-0-0 0-6-0-0,,,,,,,, NAYAPATI,12 FT,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB06263,4 YEARS AGO,4700,,https://www.gharbazar.com/property/details/land-at-nayapati-6263,200M,,,, KATHMANDU
568,"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh (Fixed))",0-4-1-0,,,6.0,3.0,3.0,5.0,3.0, KAPAN,12FT,NONE,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB08776,2 YEARS AGO,3289,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-baluwakani-kapan-8776,,,,, KATHMANDU
569,"Rs. 75,00,000 (Negotiable)
(Seventy five lakh )",0-9-0-0,,,,,,,,MAHALAKSHMISTHAN,12,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08088,2 YEARS AGO,4621,,https://www.gharbazar.com/property/details/land-at-mahalakshmisthan-chowk-8088,20M,NEAR MAHALAKSHMISTHAN CHOWK AND ADJOINED WITH GANESHMAN HOSPITAL,,, LALITPUR
570,"Rs. 12,50,000 (Negotiable)
(Twelve lakh fifty thousand )",,,,,,,,,NURSERY CHOWK-DHUNGEDHARA-16,13 FEET,NONE,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB09977,8 MONTHS AGO,76,NOT FURNISHED,https://www.gharbazar.com/property/details/shoes-shop-at-nursery-chowk-dhungedhara-9977,,,,, KATHMANDU
571,"Rs. 75,00,000 (Negotiable)
(Seventy five lakh per aana)",0-24-0-0,,,,,,,, SANEPA,20 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06037,2 YEARS AGO,4326,,https://www.gharbazar.com/property/details/land-at-sanepa-6037,100M,,,, LALITPUR
572,"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-4-0-0,,,15.0,,1.0,5.0,4.5,JARANKU,33 FT PITCHED ROAD,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06161,4 YEARS AGO,2138,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jaranku-6161,,,,, KATHMANDU
573,"Rs. 1,35,00,000 (Negotiable)
(1 crore 35 lakh)",0-4-0-0,1852 SQUARE FEET,,4.0,2.0,2.0,2.0,2.0,GOKARNA,15 FROM WEST 12 FROM EAST,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05163,5 YEARS AGO,3640,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gokarna-bhairab-chowk-5163,50M,,,, KATHMANDU
574,"Rs. 1,65,00,000 (Negotiable)
(One crore sixty five lakh )",0-2-2-0,,,4.0,1.0,2.0,3.0,,IMADOL,16 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10165,6 MONTHS AGO,107,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-10165,,,,, KATHMANDU
575,"Rs. 29,50,000 (Negotiable)
(Twenty nine lakh fifty thousand per aana)",0-6-0-1,,,,,,,,TARAKESWOR MUNICIPALITY-4  GOLDHUNGA  KATHMANDU,26 FT 13 FT,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05751,5 YEARS AGO,4125,,https://www.gharbazar.com/property/details/land-at-goldhunga-5751,1300M,,,, KATHMANDU
576,"Rs. 11,00,000 (Negotiable)
(Eleven lakh )",0-,,,,,,,, TOWNPLANNING,13 FT,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10787,4 DAYS AGO,233,NOT FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-pepsicola-for-sale-ideal-for-smart-investors-10787,50M,,,, BHAKTAPUR
577,"Rs. 3,90,00,000 (Negotiable)
(Three crore ninety lakh )",0-5-0-3,1185 SQUARE FEET,,4.0,1.0,1.0,4.0,,SURYABINAYAK,20 FT,NORTH,HOUSE (RESIDENTIAL),NONE,GB10809,YESTERDAY,170,SEMI FURNISHED,https://www.gharbazar.com/property/details/experience-modern-living-with-this-bungalow-at-ittabu-suryabinayak-10809,,,,, BHAKTAPUR
578,"Rs. 45,00,000 (Negotiable)
(Forty five lakh )",0-3-1-1,,,,,,,,DHUNGEADDA CHANDRAGIRI,14 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10376,2 MONTHS AGO,133,,https://www.gharbazar.com/property/details/land-at-dhungeadda-chandragiri-10376,,1 KM FROM KALANKI CHOWK,,, KATHMANDU
